url,2021-07-22
https://www.opentable.com/r/arthur-avenue-fiasco-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,1
https://www.opentable.com/robertos-restaurant-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,9
https://www.opentable.com/marios-restaurant-arthur-ave?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,11
https://www.opentable.com/r/emilias-restaurant-bronx-2?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,8
https://www.opentable.com/r/san-gennaro-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,1
https://www.opentable.com/r/suyo-gastrofusion-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,9
https://www.opentable.com/r/enzos-of-williamsbridge-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,2
https://www.opentable.com/r/shanghai-red-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,18
https://www.opentable.com/r/the-waterfront-nyc-bronx-new-york?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,11
https://www.opentable.com/r/da-franco-and-tonys-ristorante-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,2
https://www.opentable.com/r/mama-sushi-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,7
https://www.opentable.com/r/vistamar-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,4
https://www.opentable.com/r/maisonetta-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/icehouse-italian-waterfront-restaurant-new-york?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,6
https://www.opentable.com/r/rosas-at-park-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,6
https://www.opentable.com/hudson-garden-grill-at-the-new-york-botanical-garden?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,37
https://www.opentable.com/r/ajo-and-oregano-restaurant-new-york?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/jakes-steakhouse-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,6
https://www.opentable.com/nyy-steak-yankee-stadium?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,8
https://www.opentable.com/audi-club-yankee-stadium?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,8
https://www.opentable.com/r/casa-del-mar-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,1
https://www.opentable.com/r/patsys-pizzeria-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/evo-cocktail-lounge-bottle-service-bookings-brinx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/evo-restaurant-and-cocktail-lounge-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/mott-haven-bar-and-grill-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/addeos-of-the-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,2
https://www.opentable.com/r/american-grill-bronx-2?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/hard-rock-cafe-yankee-stadium?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/di-como-restaurant-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/casa-restaurant-and-lounge-inc-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/st-anns-cafe-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/fontenova-spanish-and-mexican-tapas-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/red-lobster-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/inine-bistro-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
https://www.opentable.com/r/yukka-latin-bistro-bronx?corrid=a95686ef-ca04-4f97-8c4d-ae881c0c3fac&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-23T22%3A00%3A00,0
